missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,outlier_after_outlier_strat,profile_median,corr_OverallQual,ot_OverallQual,corr_YearBuilt,ot_YearBuilt,corr_YearRemodAdd,ot_YearRemodAdd,corr_ExterQual,ot_ExterQual,corr_BsmtQual,ot_BsmtQual,corr_TotalBsmtSF,ot_TotalBsmtSF,corr_1stFlrSF,ot_1stFlrSF,corr_GrLivArea,ot_GrLivArea,corr_FullBath,ot_FullBath,corr_KitchenQual,ot_KitchenQual,corr_TotRmsAbvGrd,ot_TotRmsAbvGrd,corr_Fireplaces,ot_Fireplaces,corr_GarageFinish,ot_GarageFinish,corr_GarageCars,ot_GarageCars,corr_GarageArea,ot_GarageArea,utility_rmse
2,4,6,1,0.5,0.4986301369863014,0.49902152641878667,163000.0,0.77892,0.4638,0.53679,0.47358,0.5092,0.50881,-0.7409,1.0,-0.64208,1.0,0.62862,0.49706,0.59726,0.49902,0.6888,0.50294,0.53731,1.0,-0.66329,1.0,0.51753,0.50685,0.38623,1.0,-0.49959,0.23679,0.64257,1.0,0.62627,0.4638,172.94508424449108
2,4,7,1,0.5,0.4986301369863014,0.5009784735812133,164000.0,0.77379,0.45988,0.54585,0.47162,0.51853,0.47554,-0.75081,0.03523,-0.67335,1.0,0.63225,0.49902,0.59141,0.49511,0.65357,0.49902,0.50219,1.0,-0.7027,1.0,0.4872,0.27202,0.41198,0.07241,-0.4973,0.5362,0.60114,0.10176,0.57925,0.48337,164.3302720661471
2,5,1,1,0.5,0.5,0.5,163000.0,0.78093,0.46301,0.49576,0.49863,0.50435,0.55342,-0.6201,0.04247,-0.57078,1.0,0.57122,0.49863,0.58618,0.49726,0.67838,0.49726,0.53427,1.0,-0.5853,1.0,0.51257,0.41096,0.45284,1.0,-0.50843,0.25753,0.63202,0.16575,0.60441,0.50548,186.73735760357886
2,5,2,1,0.5,0.5,0.5009784735812133,160000.0,0.75245,0.43249,0.64651,0.50098,0.56005,0.51076,-0.61838,0.00196,-0.56834,1.0,0.52165,0.49902,0.49506,0.49119,0.733,0.49706,0.63852,0.00196,-0.58879,1.0,0.51249,0.44423,0.39924,0.03718,-0.54609,0.54599,0.6319,0.08415,0.61851,0.49902,144.28687335183125
2,5,3,1,0.5,0.5,0.49902152641878667,162000.0,0.7832,1.0,0.51906,0.51076,0.49553,0.51859,-0.64947,0.02348,-0.59245,1.0,0.6017,0.48728,0.59001,0.49511,0.70528,0.49902,0.55151,0.02153,-0.57258,0.08023,0.51644,0.71233,0.42753,1.0,-0.49812,0.25049,0.61925,1.0,0.61107,0.52446,172.79842903990522
2,5,4,1,0.5,0.5,0.49902152641878667,157000.0,0.80066,0.78278,0.59374,0.48924,0.55662,0.52446,-0.71861,1.0,-0.60274,1.0,0.59217,0.50294,0.57658,0.49902,0.7015,0.49315,0.56395,0.0137,-0.62244,0.08611,0.53044,0.34247,0.41195,1.0,-0.54837,0.24266,0.68512,0.16438,0.6608,0.49902,157.58071378335407
2,5,5,1,0.5,0.5,0.5009784735812133,160000.0,0.80944,0.49706,0.60779,0.48924,0.5225,0.5362,-0.71975,1.0,-0.67828,1.0,0.62095,0.51076,0.57141,0.49706,0.7022,0.49706,0.54149,1.0,-0.61711,1.0,0.53072,0.32485,0.40455,1.0,-0.55727,0.51859,0.67226,0.14481,0.65494,0.51663,165.47890725932072
2,5,6,1,0.5,0.5,0.49902152641878667,160000.0,0.7915,0.48532,0.57313,0.48337,0.48257,0.51468,-0.75765,1.0,-0.72674,1.0,0.64061,0.48924,0.61498,0.50294,0.70578,0.49119,0.55109,1.0,-0.72055,1.0,0.55874,0.48924,0.42522,0.05675,-0.5306,0.51076,0.64976,1.0,0.62161,0.47945,165.8959425342732
2,5,7,1,0.5,0.5,0.50293542074364,160200.0,0.79373,0.48924,0.58226,0.4638,0.49043,0.53425,-0.75093,0.03523,-0.77234,1.0,0.64918,0.49902,0.61836,0.49511,0.71101,0.49706,0.56427,0.00391,-0.73809,0.05284,0.54723,0.32485,0.42308,0.06654,-0.55859,0.22114,0.66589,0.13112,0.63642,0.50098,161.40640528644784
3,1,1,1,0.5,0.5,0.5,163000.0,0.78093,0.46301,0.49576,0.49863,0.50435,0.55342,4033.92549,0.5,4033.93759,0.5,0.57122,0.49863,0.58618,0.49726,0.67838,0.49726,0.53427,1.0,4033.93407,0.5,0.51257,0.41096,0.45284,1.0,4033.98576,0.5,0.63202,0.16575,0.60441,0.50548,186.73735760357886
3,1,2,1,0.5,0.5,0.5009784735812133,160000.0,0.75245,0.43249,0.64651,0.50098,0.56005,0.51076,5603.95602,0.5,5603.96999,0.5,0.52165,0.49902,0.49506,0.49119,0.733,0.49706,0.63852,0.00196,5603.96398,0.5,0.51249,0.44423,0.39924,0.03718,5604.05092,0.5,0.6319,0.08415,0.61851,0.49902,144.28687335183125
3,1,3,1,0.5,0.5,0.5009784735812133,163000.0,0.79585,0.48728,0.5069,0.47358,0.52388,0.5362,3167.73004,0.5,3167.74058,0.5,0.62601,0.49315,0.6113,0.49511,0.70098,0.50098,0.52008,0.02544,3167.73726,0.5,0.50545,0.78278,0.4466,1.0,3167.77837,0.5,0.66286,0.16634,0.64607,0.49902,164.09194404143446
3,1,4,1,0.5,0.5,0.5009784735812133,164500.0,0.77121,0.47554,0.504,0.48337,0.50754,0.55186,3202.71449,0.5,3202.72467,0.5,0.61547,0.49511,0.61166,0.48924,0.73515,0.49119,0.54238,1.0,3202.72077,0.5,0.52514,0.38552,0.43949,1.0,3202.76336,0.5,0.65614,1.0,0.67808,0.47554,168.5548494945955
3,1,5,1,0.5,0.5,0.5009784735812133,163000.0,0.79151,0.47358,0.58579,0.46575,0.56651,0.55382,3503.21964,0.5,3503.23099,0.5,0.63294,0.49315,0.61306,0.49902,0.67671,0.50294,0.53606,0.01566,3503.22633,0.5,0.47018,0.69472,0.40541,0.06262,3503.27382,0.5,0.68494,0.13112,0.68578,0.48728,160.198826119615
